,time,housing_price,rental_price,inflation_rate,median_house_value,median_tax_paid,property_tax_rate,median_age_homebuyers,housing_starts,interest_rate,mortgage_rate,mortgage_to_income_rate,work_home_rate
33,08/2000,132927.0,184.6,181.9,,,,,1541.0,6.5,7.99,,
31,08/2000,132927.0,184.6,181.9,,,,,1541.0,6.5,8.04,,
83,08/2001,142718.0,193.1,186.7,,,,,1567.0,3.65,7.0,,
82,08/2001,142718.0,193.1,186.7,,,,,1567.0,3.65,7.0,,
85,08/2001,142718.0,193.1,186.7,,,,,1567.0,3.65,6.91,,
86,08/2001,142718.0,193.1,186.7,,,,,1567.0,3.65,6.92,,
84,08/2001,142718.0,193.1,186.7,,,,,1567.0,3.65,6.92,,
135,08/2002,152488.0,200.2,191.1,,,,,1633.0,1.74,6.31,,
137,08/2002,152488.0,200.2,191.1,,,,,1633.0,1.74,6.27,,
136,08/2002,152488.0,200.2,191.1,,,,,1633.0,1.74,6.22,,
134,08/2002,152488.0,200.2,191.1,,,,,1633.0,1.74,6.43,,
138,08/2002,152488.0,200.2,191.1,,,,,1633.0,1.74,6.22,,
187,08/2003,164147.0,206.1,193.6,,,,,1833.0,1.03,6.34,,
189,08/2003,164147.0,206.1,193.6,,,,,1833.0,1.03,6.28,,
186,08/2003,164147.0,206.1,193.6,,,,,1833.0,1.03,6.14,,
188,08/2003,164147.0,206.1,193.6,,,,,1833.0,1.03,6.24,,
190,08/2003,164147.0,206.1,193.6,,,,,1833.0,1.03,6.32,,
240,08/2004,180445.0,211.9,196.9,,,,,2024.0,1.43,5.85,,
242,08/2004,180445.0,211.9,196.9,,,,,2024.0,1.43,5.82,,
241,08/2004,180445.0,211.9,196.9,,,,,2024.0,1.43,5.81,,
239,08/2004,180445.0,211.9,196.9,,,,,2024.0,1.43,5.99,,
294,08/2005,201839.0,218.0,201.1,,,,,2095.0,3.5,5.77,,
293,08/2005,201839.0,218.0,201.1,,,,,2095.0,3.5,5.8,,
292,08/2005,201839.0,218.0,201.1,,,,,2095.0,3.5,5.89,,
291,08/2005,201839.0,218.0,201.1,,,,,2095.0,3.5,5.82,,
343,08/2006,217816.0,226.2,206.8,,,,,1650.0,5.25,6.63,,
345,08/2006,217816.0,226.2,206.8,,,,,1650.0,5.25,6.52,,
346,08/2006,217816.0,226.2,206.8,,,,,1650.0,5.25,6.48,,
347,08/2006,217816.0,226.2,206.8,,,,,1650.0,5.25,6.44,,
344,08/2006,217816.0,226.2,206.8,,,,,1650.0,5.25,6.55,,
395,08/2007,216772.0,235.311,211.119,,,,,1330.0,5.02,6.68,,
396,08/2007,216772.0,235.311,211.119,,,,,1330.0,5.02,6.59,,
399,08/2007,216772.0,235.311,211.119,,,,,1330.0,5.02,6.45,,
398,08/2007,216772.0,235.311,211.119,,,,,1330.0,5.02,6.52,,
397,08/2007,216772.0,235.311,211.119,,,,,1330.0,5.02,6.62,,
451,08/2008,200219.0,244.181,216.393,,,,,844.0,2.0,6.4,,
450,08/2008,200219.0,244.181,216.393,,,,,844.0,2.0,6.47,,
449,08/2008,200219.0,244.181,216.393,,,,,844.0,2.0,6.52,,
448,08/2008,200219.0,244.181,216.393,,,,,844.0,2.0,6.52,,
501,08/2009,181860.0,249.029,219.496,,,,,586.0,0.16,5.29,,
500,08/2009,181860.0,249.029,219.496,,,,,586.0,0.16,5.22,,
503,08/2009,181860.0,249.029,219.496,,,,,586.0,0.16,5.14,,
502,08/2009,181860.0,249.029,219.496,,,,,586.0,0.16,5.12,,
552,08/2010,177846.0,249.024,221.509,,,,,599.0,0.19,4.49,,
553,08/2010,177846.0,249.024,221.509,,,,,599.0,0.19,4.44,,
555,08/2010,177846.0,249.024,221.509,,,,,599.0,0.19,4.36,,
554,08/2010,177846.0,249.024,221.509,,,,,599.0,0.19,4.42,,
606,08/2011,166965.0,254.003,225.862,,,,,585.0,0.1,4.15,,
607,08/2011,166965.0,254.003,225.862,,,,,585.0,0.1,4.22,,
605,08/2011,166965.0,254.003,225.862,,,,,585.0,0.1,4.32,,
604,08/2011,166965.0,254.003,225.862,,,,,585.0,0.1,4.39,,
660,08/2012,167044.0,260.677,230.233,,,,,754.0,0.13,3.59,,
658,08/2012,167044.0,260.677,230.233,,,,,754.0,0.13,3.62,,
657,08/2012,167044.0,260.677,230.233,,,,,754.0,0.13,3.59,,
656,08/2012,167044.0,260.677,230.233,,,,,754.0,0.13,3.55,,
659,08/2012,167044.0,260.677,230.233,,,,,754.0,0.13,3.66,,
709,08/2013,179593.0,268.505,234.336,,,,,917.0,0.08,4.4,,
708,08/2013,179593.0,268.505,234.336,,,,,917.0,0.08,4.39,,
711,08/2013,179593.0,268.505,234.336,,,,,917.0,0.08,4.58,,
710,08/2013,179593.0,268.505,234.336,,,,,917.0,0.08,4.4,,
712,08/2013,179593.0,268.505,234.336,,,,,917.0,0.08,4.51,,
762,08/2014,190124.0,277.048,238.405,,,,,984.0,0.09,4.12,,
761,08/2014,190124.0,277.048,238.405,,,,,984.0,0.09,4.14,,
764,08/2014,190124.0,277.048,238.405,,,,,984.0,0.09,4.1,,
763,08/2014,190124.0,277.048,238.405,,,,,984.0,0.09,4.1,,
813,08/2015,198964.0,287.068,242.817,,,,,1130.0,0.14,3.91,,
814,08/2015,198964.0,287.068,242.817,,,,,1130.0,0.14,3.94,,
815,08/2015,198964.0,287.068,242.817,,,,,1130.0,0.14,3.93,,
816,08/2015,198964.0,287.068,242.817,,,,,1130.0,0.14,3.84,,
868,08/2016,209704.0,297.916,248.423,,,,,1171.0,0.4,3.43,,
867,08/2016,209704.0,297.916,248.423,,,,,1171.0,0.4,3.43,,
866,08/2016,209704.0,297.916,248.423,,,,,1171.0,0.4,3.45,,
865,08/2016,209704.0,297.916,248.423,,,,,1171.0,0.4,3.43,,
920,08/2017,222719.0,309.479,252.535,,,,,1159.0,1.16,3.86,,
917,08/2017,222719.0,309.479,252.535,,,,,1159.0,1.16,3.93,,
918,08/2017,222719.0,309.479,252.535,,,,,1159.0,1.16,3.9,,
919,08/2017,222719.0,309.479,252.535,,,,,1159.0,1.16,3.89,,
921,08/2017,222719.0,309.479,252.535,,,,,1159.0,1.16,3.82,,
970,08/2018,237363.0,320.651,258.028,,,,,1289.0,1.91,4.59,,
969,08/2018,237363.0,320.651,258.028,,,,,1289.0,1.91,4.6,,
973,08/2018,237363.0,320.651,258.028,,,,,1289.0,1.91,4.52,,
972,08/2018,237363.0,320.651,258.028,,,,,1289.0,1.91,4.51,,
971,08/2018,237363.0,320.651,258.028,,,,,1289.0,1.91,4.53,,
1023,08/2019,247184.0,332.638,264.135,,,,,1370.0,2.13,3.6,,
1021,08/2019,247184.0,332.638,264.135,,,,,1370.0,2.13,3.75,,
1024,08/2019,247184.0,332.638,264.135,,,,,1370.0,2.13,3.55,,
1025,08/2019,247184.0,332.638,264.135,,,,,1370.0,2.13,3.58,,
1022,08/2019,247184.0,332.638,264.135,,,,,1370.0,2.13,3.6,,
1077,08/2020,259406.0,342.444,268.662,,,,,1376.0,0.1,2.91,,26.5
1076,08/2020,259406.0,342.444,268.662,,,,,1376.0,0.1,2.99,,26.5
1075,08/2020,259406.0,342.444,268.662,,,,,1376.0,0.1,2.96,,26.5
1074,08/2020,259406.0,342.444,268.662,,,,,1376.0,0.1,2.88,,26.5
1129,08/2021,306859.0,349.71,279.306,,,,,1576.0,0.09,2.87,,14.7
1126,08/2021,306859.0,349.71,279.306,,,,,1576.0,0.09,2.77,,14.7
1127,08/2021,306859.0,349.71,279.306,,,,,1576.0,0.09,2.87,,14.7
1128,08/2021,306859.0,349.71,279.306,,,,,1576.0,0.09,2.86,,14.7
1204,09/1980,,82.4,82.1,,,,,1471.0,10.87,13.03,,
1207,09/1980,,82.4,82.1,,,,,1471.0,10.87,13.43,,
1206,09/1980,,82.4,82.1,,,,,1471.0,10.87,13.25,,
1205,09/1980,,82.4,82.1,,,,,1471.0,10.87,13.08,,
1257,09/1981,,89.5,91.8,,,,,911.0,15.87,18.22,,
1256,09/1981,,89.5,91.8,,,,,911.0,15.87,17.79,,
1259,09/1981,,89.5,91.8,,,,,911.0,15.87,18.36,,
1258,09/1981,,89.5,91.8,,,,,911.0,15.87,18.27,,
1310,09/1982,,95.8,97.2,,,,,1144.0,10.31,15.38,,
1311,09/1982,,95.8,97.2,,,,,1144.0,10.31,15.19,,
1309,09/1982,,95.8,97.2,,,,,1144.0,10.31,15.56,,
1308,09/1982,,95.8,97.2,,,,,1144.0,10.31,15.59,,
1364,09/1983,,101.2,100.5,,,,,1710.0,9.45,13.65,,
1363,09/1983,,101.2,100.5,,,,,1710.0,9.45,13.72,,
1360,09/1983,,101.2,100.5,,,,,1710.0,9.45,13.77,,
1361,09/1983,,101.2,100.5,,,,,1710.0,9.45,13.77,,
1362,09/1983,,101.2,100.5,,,,,1710.0,9.45,13.72,,
1413,09/1984,,106.6,105.8,,,,,1698.0,11.3,14.42,,
1414,09/1984,,106.6,105.8,,,,,1698.0,11.3,14.43,,
1415,09/1984,,106.6,105.8,,,,,1698.0,11.3,14.29,,
1416,09/1984,,106.6,105.8,,,,,1698.0,11.3,14.26,,
1467,09/1985,,113.1,110.0,,,,,1676.0,7.92,12.21,,
1466,09/1985,,113.1,110.0,,,,,1676.0,7.92,12.24,,
1465,09/1985,,113.1,110.0,,,,,1676.0,7.92,12.15,,
1468,09/1985,,113.1,110.0,,,,,1676.0,7.92,12.17,,
1520,09/1986,,119.6,114.6,,,,,1687.0,5.89,10.1,,
1517,09/1986,,119.6,114.6,,,,,1687.0,5.89,9.9,,
1518,09/1986,,119.6,114.6,,,,,1687.0,5.89,9.96,,
1519,09/1986,,119.6,114.6,,,,,1687.0,5.89,10.07,,
1572,09/1987,,124.4,119.2,,,,,1695.0,7.22,11.02,,
1571,09/1987,,124.4,119.2,,,,,1695.0,7.22,10.99,,
1570,09/1987,,124.4,119.2,,,,,1695.0,7.22,10.91,,
1569,09/1987,,124.4,119.2,,,,,1695.0,7.22,10.63,,
1623,09/1988,,129.1,124.7,,,,,1492.0,8.19,10.4,,
1625,09/1988,,129.1,124.7,,,,,1492.0,8.19,10.42,,
1624,09/1988,,129.1,124.7,,,,,1492.0,8.19,10.4,,
1621,09/1988,,129.1,124.7,,,,,1492.0,8.19,10.65,,
1622,09/1988,,129.1,124.7,,,,,1492.0,8.19,10.53,,
1677,09/1989,,133.9,129.9,,,,,1279.0,9.02,10.16,,
1676,09/1989,,133.9,129.9,,,,,1279.0,9.02,10.03,,
1675,09/1989,,133.9,129.9,,,,,1279.0,9.02,10.05,,
1674,09/1989,,133.9,129.9,,,,,1279.0,9.02,10.17,,
1673,09/1989,,133.9,129.9,,,,,1279.0,9.02,10.22,,
1727,09/1990,,140.0,137.1,,,,,1110.0,8.2,10.13,,
1728,09/1990,,140.0,137.1,,,,,1110.0,8.2,10.16,,
1726,09/1990,,140.0,137.1,,,,,1110.0,8.2,10.19,,
1729,09/1990,,140.0,137.1,,,,,1110.0,8.2,10.22,,
1778,09/1991,,144.6,143.4,,,,,1015.0,5.45,9.14,,
1780,09/1991,,144.6,143.4,,,,,1015.0,5.45,8.95,,
1781,09/1991,,144.6,143.4,,,,,1015.0,5.45,8.92,,
1779,09/1991,,144.6,143.4,,,,,1015.0,5.45,9.02,,
1831,09/1992,,147.2,148.1,,,,,1186.0,3.22,7.84,,
1832,09/1992,,147.2,148.1,,,,,1186.0,3.22,7.89,,
1833,09/1992,,147.2,148.1,,,,,1186.0,3.22,8.02,,
1830,09/1992,,147.2,148.1,,,,,1186.0,3.22,7.94,,
1885,09/1993,,151.0,152.9,,,,,1343.0,3.09,6.95,,
1884,09/1993,,151.0,152.9,,,,,1343.0,3.09,6.96,,
1883,09/1993,,151.0,152.9,,,,,1343.0,3.09,6.82,,
1882,09/1993,,151.0,152.9,,,,,1343.0,3.09,6.93,,
1935,09/1994,,155.0,157.5,,,,,1474.0,4.73,8.51,,
1936,09/1994,,155.0,157.5,,,,,1474.0,4.73,8.66,,
1937,09/1994,,155.0,157.5,,,,,1474.0,4.73,8.73,,
1938,09/1994,,155.0,157.5,,,,,1474.0,4.73,8.82,,
1934,09/1994,,155.0,157.5,,,,,1474.0,4.73,8.48,,
1988,09/1995,,158.5,162.2,,,,,1369.0,5.8,7.6,,
1989,09/1995,,158.5,162.2,,,,,1369.0,5.8,7.57,,
1990,09/1995,,158.5,162.2,,,,,1369.0,5.8,7.62,,
1986,09/1995,,158.5,162.2,,,,,1369.0,5.8,7.76,,
1987,09/1995,,158.5,162.2,,,,,1369.0,5.8,7.63,,
2039,09/1996,,162.9,166.5,,,,,1475.0,5.3,8.34,,
2040,09/1996,,162.9,166.5,,,,,1475.0,5.3,8.28,,
2041,09/1996,,162.9,166.5,,,,,1475.0,5.3,8.14,,
2042,09/1996,,162.9,166.5,,,,,1475.0,5.3,8.16,,
2091,09/1997,,167.8,170.2,,,,,1546.0,5.54,7.53,,
2092,09/1997,,167.8,170.2,,,,,1546.0,5.54,7.53,,
2093,09/1997,,167.8,170.2,,,,,1546.0,5.54,7.38,,
2094,09/1997,,167.8,170.2,,,,,1546.0,5.54,7.28,,
2144,09/1998,,173.4,174.2,,,,,1582.0,5.51,6.77,,
2145,09/1998,,173.4,174.2,,,,,1582.0,5.51,6.66,,
2143,09/1998,,173.4,174.2,,,,,1582.0,5.51,6.82,,
2146,09/1998,,173.4,174.2,,,,,1582.0,5.51,6.64,,
2198,09/1999,,178.4,177.8,,,,,1635.0,5.22,7.76,,
2196,09/1999,,178.4,177.8,,,,,1635.0,5.22,7.88,,
2195,09/1999,,178.4,177.8,,,,,1635.0,5.22,7.83,,
2197,09/1999,,178.4,177.8,,,,,1635.0,5.22,7.82,,
35,09/2000,133758.0,185.3,182.3,,,,,1507.0,6.52,7.94,,
38,09/2000,133758.0,185.3,182.3,,,,,1507.0,6.52,7.88,,
34,09/2000,133758.0,185.3,182.3,,,,,1507.0,6.52,7.96,,
36,09/2000,133758.0,185.3,182.3,,,,,1507.0,6.52,7.88,,
37,09/2000,133758.0,185.3,182.3,,,,,1507.0,6.52,7.9,,
88,09/2001,143558.0,193.9,187.1,,,,,1562.0,3.07,6.86,,
90,09/2001,143558.0,193.9,187.1,,,,,1562.0,3.07,6.72,,
89,09/2001,143558.0,193.9,187.1,,,,,1562.0,3.07,6.8,,
87,09/2001,143558.0,193.9,187.1,,,,,1562.0,3.07,6.89,,
141,09/2002,153474.0,200.7,191.3,,,,,1804.0,1.75,6.05,,
139,09/2002,153474.0,200.7,191.3,,,,,1804.0,1.75,6.15,,
140,09/2002,153474.0,200.7,191.3,,,,,1804.0,1.75,6.18,,
142,09/2002,153474.0,200.7,191.3,,,,,1804.0,1.75,5.99,,
194,09/2003,165341.0,206.6,193.7,,,,,1939.0,1.01,5.98,,
191,09/2003,165341.0,206.6,193.7,,,,,1939.0,1.01,6.44,,
193,09/2003,165341.0,206.6,193.7,,,,,1939.0,1.01,6.01,,
192,09/2003,165341.0,206.6,193.7,,,,,1939.0,1.01,6.16,,
247,09/2004,182171.0,212.4,197.5,,,,,1905.0,1.61,5.72,,
245,09/2004,182171.0,212.4,197.5,,,,,1905.0,1.61,5.75,,
246,09/2004,182171.0,212.4,197.5,,,,,1905.0,1.61,5.7,,
243,09/2004,182171.0,212.4,197.5,,,,,1905.0,1.61,5.77,,
244,09/2004,182171.0,212.4,197.5,,,,,1905.0,1.61,5.83,,
296,09/2005,203839.0,218.6,201.3,,,,,2151.0,3.62,5.71,,
297,09/2005,203839.0,218.6,201.3,,,,,2151.0,3.62,5.74,,
298,09/2005,203839.0,218.6,201.3,,,,,2151.0,3.62,5.8,,
299,09/2005,203839.0,218.6,201.3,,,,,2151.0,3.62,5.91,,
295,09/2005,203839.0,218.6,201.3,,,,,2151.0,3.62,5.71,,
351,09/2006,218156.0,227.1,207.2,,,,,1720.0,5.25,6.31,,
350,09/2006,218156.0,227.1,207.2,,,,,1720.0,5.25,6.4,,
348,09/2006,218156.0,227.1,207.2,,,,,1720.0,5.25,6.47,,
349,09/2006,218156.0,227.1,207.2,,,,,1720.0,5.25,6.43,,
402,09/2007,215980.0,236.058,211.554,,,,,1183.0,4.94,6.34,,
403,09/2007,215980.0,236.058,211.554,,,,,1183.0,4.94,6.42,,
400,09/2007,215980.0,236.058,211.554,,,,,1183.0,4.94,6.46,,
401,09/2007,215980.0,236.058,211.554,,,,,1183.0,4.94,6.31,,
454,09/2008,198204.0,244.926,216.713,,,,,820.0,1.81,5.78,,
455,09/2008,198204.0,244.926,216.713,,,,,820.0,1.81,6.09,,
453,09/2008,198204.0,244.926,216.713,,,,,820.0,1.81,5.93,,
452,09/2008,198204.0,244.926,216.713,,,,,820.0,1.81,6.35,,
504,09/2009,180899.0,248.965,219.92,,,,,585.0,0.15,5.08,,
505,09/2009,180899.0,248.965,219.92,,,,,585.0,0.15,5.07,,
506,09/2009,180899.0,248.965,219.92,,,,,585.0,0.15,5.04,,
507,09/2009,180899.0,248.965,219.92,,,,,585.0,0.15,5.04,,
560,09/2010,176717.0,249.368,221.711,,,,,594.0,0.19,4.32,,
556,09/2010,176717.0,249.368,221.711,,,,,594.0,0.19,4.32,,
559,09/2010,176717.0,249.368,221.711,,,,,594.0,0.19,4.37,,
558,09/2010,176717.0,249.368,221.711,,,,,594.0,0.19,4.37,,
557,09/2010,176717.0,249.368,221.711,,,,,594.0,0.19,4.35,,
610,09/2011,166448.0,254.628,226.118,,,,,650.0,0.08,4.09,,
611,09/2011,166448.0,254.628,226.118,,,,,650.0,0.08,4.09,,
609,09/2011,166448.0,254.628,226.118,,,,,650.0,0.08,4.12,,
608,09/2011,166448.0,254.628,226.118,,,,,650.0,0.08,4.22,,
612,09/2011,166448.0,254.628,226.118,,,,,650.0,0.08,4.01,,
664,09/2012,167537.0,261.421,230.659,,,,,847.0,0.14,3.4,,
663,09/2012,167537.0,261.421,230.659,,,,,847.0,0.14,3.49,,
661,09/2012,167537.0,261.421,230.659,,,,,847.0,0.14,3.55,,
662,09/2012,167537.0,261.421,230.659,,,,,847.0,0.14,3.55,,
716,09/2013,180805.0,269.137,234.7,,,,,850.0,0.08,4.32,,
715,09/2013,180805.0,269.137,234.7,,,,,850.0,0.08,4.5,,
713,09/2013,180805.0,269.137,234.7,,,,,850.0,0.08,4.57,,
714,09/2013,180805.0,269.137,234.7,,,,,850.0,0.08,4.57,,
768,09/2014,190508.0,277.998,238.786,,,,,1023.0,0.09,4.2,,
766,09/2014,190508.0,277.998,238.786,,,,,1023.0,0.09,4.12,,
767,09/2014,190508.0,277.998,238.786,,,,,1023.0,0.09,4.23,,
765,09/2014,190508.0,277.998,238.786,,,,,1023.0,0.09,4.1,,
817,09/2015,199695.0,288.306,243.316,,,,,1224.0,0.14,3.89,,
819,09/2015,199695.0,288.306,243.316,,,,,1224.0,0.14,3.91,,
820,09/2015,199695.0,288.306,243.316,,,,,1224.0,0.14,3.86,,
818,09/2015,199695.0,288.306,243.316,,,,,1224.0,0.14,3.9,,
869,09/2016,210583.0,298.962,248.842,,,,,1068.0,0.4,3.46,,
870,09/2016,210583.0,298.962,248.842,,,,,1068.0,0.4,3.44,,
871,09/2016,210583.0,298.962,248.842,,,,,1068.0,0.4,3.5,,
873,09/2016,210583.0,298.962,248.842,,,,,1068.0,0.4,3.42,,
872,09/2016,210583.0,298.962,248.842,,,,,1068.0,0.4,3.48,,
925,09/2017,223822.0,310.268,252.812,,,,,1181.0,1.15,3.83,,
924,09/2017,223822.0,310.268,252.812,,,,,1181.0,1.15,3.83,,
923,09/2017,223822.0,310.268,252.812,,,,,1181.0,1.15,3.78,,
922,09/2017,223822.0,310.268,252.812,,,,,1181.0,1.15,3.78,,
975,09/2018,238347.0,321.533,258.505,,,,,1247.0,1.95,4.6,,
976,09/2018,238347.0,321.533,258.505,,,,,1247.0,1.95,4.65,,
977,09/2018,238347.0,321.533,258.505,,,,,1247.0,1.95,4.72,,
974,09/2018,238347.0,321.533,258.505,,,,,1247.0,1.95,4.54,,
1026,09/2019,247823.0,333.834,264.588,,,,,1297.0,2.04,3.49,,
1027,09/2019,247823.0,333.834,264.588,,,,,1297.0,2.04,3.56,,
1028,09/2019,247823.0,333.834,264.588,,,,,1297.0,2.04,3.73,,
1029,09/2019,247823.0,333.834,264.588,,,,,1297.0,2.04,3.64,,
1081,09/2020,261939.0,342.91,269.152,,,,,1461.0,0.09,2.9,,24.8
1080,09/2020,261939.0,342.91,269.152,,,,,1461.0,0.09,2.87,,24.8
1079,09/2020,261939.0,342.91,269.152,,,,,1461.0,0.09,2.86,,24.8
1078,09/2020,261939.0,342.91,269.152,,,,,1461.0,0.09,2.93,,24.8
1134,09/2021,311526.0,351.255,280.017,,,,,1559.0,0.08,3.01,,14.5
1133,09/2021,311526.0,351.255,280.017,,,,,1559.0,0.08,2.88,,14.5
1132,09/2021,311526.0,351.255,280.017,,,,,1559.0,0.08,2.86,,14.5
1130,09/2021,311526.0,351.255,280.017,,,,,1559.0,0.08,2.87,,14.5
1131,09/2021,311526.0,351.255,280.017,,,,,1559.0,0.08,2.88,,14.5
1212,10/1980,,83.3,83.0,,,,,1523.0,12.81,14.0,4.512131,
1211,10/1980,,83.3,83.0,,,,,1523.0,12.81,13.85,4.512131,
1208,10/1980,,83.3,83.0,,,,,1523.0,12.81,13.6,4.512131,
1209,10/1980,,83.3,83.0,,,,,1523.0,12.81,13.73,4.512131,
1210,10/1980,,83.3,83.0,,,,,1523.0,12.81,13.78,4.512131,
1263,10/1981,,90.2,92.1,,,,,873.0,15.08,18.39,4.802776,
1262,10/1981,,90.2,92.1,,,,,873.0,15.08,18.53,4.802776,
1261,10/1981,,90.2,92.1,,,,,873.0,15.08,18.63,4.802776,
1260,10/1981,,90.2,92.1,,,,,873.0,15.08,18.28,4.802776,
1264,10/1981,,90.2,92.1,,,,,873.0,15.08,18.44,4.802776,
1314,10/1982,,96.7,97.5,,,,,1173.0,9.71,14.6,4.876376,
1316,10/1982,,96.7,97.5,,,,,1173.0,9.71,14.15,4.876376,
1315,10/1982,,96.7,97.5,,,,,1173.0,9.71,14.2,4.876376,
1313,10/1982,,96.7,97.5,,,,,1173.0,9.71,14.96,4.876376,
1312,10/1982,,96.7,97.5,,,,,1173.0,9.71,15.13,4.876376,
1368,10/1983,,101.6,101.0,,,,,1715.0,9.48,13.43,4.870328,
1365,10/1983,,101.6,101.0,,,,,1715.0,9.48,13.59,4.870328,
1367,10/1983,,101.6,101.0,,,,,1715.0,9.48,13.52,4.870328,
1366,10/1983,,101.6,101.0,,,,,1715.0,9.48,13.6,4.870328,
1418,10/1984,,107.2,106.2,,,,,1590.0,9.99,14.19,5.042887,
1420,10/1984,,107.2,106.2,,,,,1590.0,9.99,14.05,5.042887,
1419,10/1984,,107.2,106.2,,,,,1590.0,9.99,14.1,5.042887,
1417,10/1984,,107.2,106.2,,,,,1590.0,9.99,14.18,5.042887,
1472,10/1985,,114.0,110.5,,,,,1834.0,7.99,12.07,5.482499,
1471,10/1985,,114.0,110.5,,,,,1834.0,7.99,12.13,5.482499,
1470,10/1985,,114.0,110.5,,,,,1834.0,7.99,12.17,5.482499,
1469,10/1985,,114.0,110.5,,,,,1834.0,7.99,12.17,5.482499,
1524,10/1986,,120.2,115.0,,,,,1681.0,5.85,9.95,5.698757,
1521,10/1986,,120.2,115.0,,,,,1681.0,5.85,10.08,5.698757,
1523,10/1986,,120.2,115.0,,,,,1681.0,5.85,9.96,5.698757,
1522,10/1986,,120.2,115.0,,,,,1681.0,5.85,9.99,5.698757,
1525,10/1986,,120.2,115.0,,,,,1681.0,5.85,9.89,5.698757,
1575,10/1987,,124.8,119.8,,,,,1515.0,7.29,11.58,5.733047,
1577,10/1987,,124.8,119.8,,,,,1515.0,7.29,10.97,5.733047,
1576,10/1987,,124.8,119.8,,,,,1515.0,7.29,11.36,5.733047,
1574,10/1987,,124.8,119.8,,,,,1515.0,7.29,11.21,5.733047,
1573,10/1987,,124.8,119.8,,,,,1515.0,7.29,11.18,5.733047,
1628,10/1988,,129.4,125.2,,,,,1522.0,8.3,10.28,5.726589,
1629,10/1988,,129.4,125.2,,,,,1522.0,8.3,10.22,5.726589,
1626,10/1988,,129.4,125.2,,,,,1522.0,8.3,10.38,5.726589,
1627,10/1988,,129.4,125.2,,,,,1522.0,8.3,10.33,5.726589,
1681,10/1989,,134.7,130.6,,,,,1410.0,8.84,9.82,5.981797,
1680,10/1989,,134.7,130.6,,,,,1410.0,8.84,9.92,5.981797,
1679,10/1989,,134.7,130.6,,,,,1410.0,8.84,9.95,5.981797,
1678,10/1989,,134.7,130.6,,,,,1410.0,8.84,10.1,5.981797,
1730,10/1990,,140.5,137.6,,,,,1014.0,8.11,10.08,6.184847,
1731,10/1990,,140.5,137.6,,,,,1014.0,8.11,10.22,6.184847,
1733,10/1990,,140.5,137.6,,,,,1014.0,8.11,10.17,6.184847,
1732,10/1990,,140.5,137.6,,,,,1014.0,8.11,10.24,6.184847,
1784,10/1991,,144.6,143.7,,,,,1079.0,5.21,8.82,6.100082,
1785,10/1991,,144.6,143.7,,,,,1079.0,5.21,8.91,6.100082,
1783,10/1991,,144.6,143.7,,,,,1079.0,5.21,8.82,6.100082,
1782,10/1991,,144.6,143.7,,,,,1079.0,5.21,8.87,6.100082,
1834,10/1992,,148.0,148.8,,,,,1244.0,3.1,7.93,5.795003,
1835,10/1992,,148.0,148.8,,,,,1244.0,3.1,8.01,5.795003,
1836,10/1992,,148.0,148.8,,,,,1244.0,3.1,8.06,5.795003,
1837,10/1992,,148.0,148.8,,,,,1244.0,3.1,8.23,5.795003,
1838,10/1992,,148.0,148.8,,,,,1244.0,3.1,8.21,5.795003,
1888,10/1993,,151.4,153.4,,,,,1392.0,2.99,6.81,5.613104,
1890,10/1993,,151.4,153.4,,,,,1392.0,2.99,6.86,5.613104,
1889,10/1993,,151.4,153.4,,,,,1392.0,2.99,6.74,5.613104,
1886,10/1993,,151.4,153.4,,,,,1392.0,2.99,6.89,5.613104,
1887,10/1993,,151.4,153.4,,,,,1392.0,2.99,6.87,5.613104,
1941,10/1994,,155.2,157.8,,,,,1450.0,4.76,8.85,5.579557,
1942,10/1994,,155.2,157.8,,,,,1450.0,4.76,9.03,5.579557,
1939,10/1994,,155.2,157.8,,,,,1450.0,4.76,8.89,5.579557,
1940,10/1994,,155.2,157.8,,,,,1450.0,4.76,8.93,5.579557,
1991,10/1995,,158.9,162.7,,,,,1369.0,5.76,7.57,5.629141,
1993,10/1995,,158.9,162.7,,,,,1369.0,5.76,7.38,5.629141,
1994,10/1995,,158.9,162.7,,,,,1369.0,5.76,7.45,5.629141,
1992,10/1995,,158.9,162.7,,,,,1369.0,5.76,7.5,5.629141,
2043,10/1996,,163.3,166.8,,,,,1392.0,5.24,8.06,5.5942,
2044,10/1996,,163.3,166.8,,,,,1392.0,5.24,7.86,5.5942,
2045,10/1996,,163.3,166.8,,,,,1392.0,5.24,7.88,5.5942,
2046,10/1996,,163.3,166.8,,,,,1392.0,5.24,7.86,5.5942,
2095,10/1997,,168.2,170.6,,,,,1520.0,5.5,7.31,5.582594,
2098,10/1997,,168.2,170.6,,,,,1520.0,5.5,7.35,5.582594,
2099,10/1997,,168.2,170.6,,,,,1520.0,5.5,7.21,5.582594,
2097,10/1997,,168.2,170.6,,,,,1520.0,5.5,7.34,5.582594,
2096,10/1997,,168.2,170.6,,,,,1520.0,5.5,7.26,5.582594,
2148,10/1998,,173.9,174.4,,,,,1715.0,5.07,6.49,5.45525,
2149,10/1998,,173.9,174.4,,,,,1715.0,5.07,6.9,5.45525,
2150,10/1998,,173.9,174.4,,,,,1715.0,5.07,6.73,5.45525,
2147,10/1998,,173.9,174.4,,,,,1715.0,5.07,6.6,5.45525,
